siteid,samplecollectiondate,stationno,birds,abundance
SC-ZUM,4/21/24,1,CATE,
SC-ZUM,4/21/24,1,ROTE,
SC-ZUM,4/21/24,1,ELTE,3
SC-ZUM,4/21/24,1,FOTE,
SC-ZUM,4/21/24,1,ROPI,2
SC-ZUM,4/21/24,1,ECDO,
SC-ZUM,4/21/24,1,MODO,
SC-ZUM,4/21/24,1,ANHU,
SC-ZUM,4/21/24,1,ALHU,1
SC-ZUM,4/21/24,1,COHU,
SC-ZUM,4/21/24,1,Hummingbird_sp.,
SC-ZUM,4/21/24,1,BEKI,
SC-ZUM,4/21/24,1,DOWO,
SC-ZUM,4/21/24,1,HAWO,
SC-ZUM,4/21/24,1,NUWO,
SC-ZUM,4/21/24,1,Empidonax,
SC-ZUM,4/21/24,1,BLPH,1
SC-ZUM,4/21/24,1,SAPH,
SC-ZUM,4/21/24,1,CAKI,
SC-ZUM,4/21/24,1,WEKI,
SC-ZUM,4/21/24,1,CASJ,
SC-ZUM,4/21/24,1,AMCR,1
SC-ZUM,4/21/24,1,CORA,
SC-ZUM,4/21/24,1,CLSW,1
SC-ZUM,4/21/24,1,BASW,
SC-ZUM,4/21/24,1,NRWS,1
SC-ZUM,4/21/24,1,OATI,
SC-ZUM,4/21/24,1,BUSH,
SC-ZUM,4/21/24,1,HOWR,
SC-ZUM,4/21/24,1,BEWR,
SC-ZUM,4/21/24,1,RCKI,
SC-ZUM,4/21/24,1,BGGN,
SC-ZUM,4/21/24,1,WEBB,
SC-ZUM,4/21/24,1,AMRO,
SC-ZUM,4/21/24,1,NOMO,
SC-ZUM,4/21/24,1,EUST,
SC-ZUM,4/21/24,1,OCWA,
SC-ZUM,4/21/24,1,YEWA,
SC-ZUM,4/21/24,1,COYE,
SC-ZUM,4/21/24,1,NAWA,
SC-ZUM,4/21/24,1,YRWA,
SC-ZUM,4/21/24,1,CATO,
SC-ZUM,4/21/24,1,SPTO,
SC-ZUM,4/21/24,1,SOSP,4
SC-ZUM,4/21/24,1,BSSP,
SC-ZUM,4/21/24,1,WCSP,
SC-ZUM,4/21/24,1,DEJU,
SC-ZUM,4/21/24,1,RWBB,
SC-ZUM,4/21/24,1,GTGR,
SC-ZUM,4/21/24,1,HOOR,
SC-ZUM,4/21/24,1,BUOR,
SC-ZUM,4/21/24,1,HOFI,
SC-ZUM,4/21/24,1,AMGO,
SC-ZUM,4/21/24,1,LEGO,
SC-ZUM,4/21/24,1,HOSP,
SC-ZUM,4/21/24,1,BHCO,
SC-ZUM,4/21/24,1,AMPI,
SC-ZUM,4/21/24,1,PISI,
SC-ZUM,4/21/24,1,WREN,
SC-MAL,4/16/24,3,HOGR,
SC-MAL,4/16/24,3,PBGR,
SC-MAL,4/16/24,3,WEGR,
SC-MAL,4/16/24,3,WHPE,
SC-MAL,4/16/24,3,BRPE,
SC-MAL,4/16/24,3,DCCO,1
SC-MAL,4/16/24,3,BCNH,
SC-MAL,4/16/24,3,GBHE,
SC-MAL,4/16/24,3,REEG,
SC-MAL,4/16/24,3,SNEG,
SC-MAL,4/16/24,3,GREG,
SC-MAL,4/16/24,3,MALL,3
SC-MAL,4/16/24,3,GADW,
SC-MAL,4/16/24,3,CITE,
SC-MAL,4/16/24,3,BWTE,
SC-MAL,4/16/24,3,TUVU,
SC-MAL,4/16/24,3,OSPR,
SC-MAL,4/16/24,3,WTKI,
SC-MAL,4/16/24,3,NOHA,
SC-MAL,4/16/24,3,COHA,
SC-MAL,4/16/24,3,RSHA,
SC-MAL,4/16/24,3,RTHA,
SC-MAL,4/16/24,3,AMKE,
SC-MAL,4/16/24,3,PEFA,
SC-MAL,4/16/24,3,VIRA,
SC-MAL,4/16/24,3,LFRR,
SC-MAL,4/16/24,3,AMCO,
SC-MAL,4/16/24,3,BBPL,
SC-MAL,4/16/24,3,KILL,
SC-MAL,4/16/24,3,AMAV,
SC-MAL,4/16/24,3,BNST,
SC-MAL,4/16/24,3,WILL,
SC-MAL,4/16/24,3,GRYE,
SC-MAL,4/16/24,3,SPSA,
SC-MAL,4/16/24,3,WESA,
SC-MAL,4/16/24,3,LESA,
SC-MAL,4/16/24,3,Peeps,
SC-MAL,4/16/24,3,WHIM,
SC-MAL,4/16/24,3,LBCU,
SC-MAL,4/16/24,3,MAGO,
SC-MAL,4/16/24,3,LBDO,
SC-MAL,4/16/24,3,RBGU,
SC-MAL,4/16/24,3,WEGU,
SC-MAL,4/16/24,3,CAGU,4
SC-MAL,4/16/24,3,Tern_sp.,
SC-MAL,4/16/24,3,CATE,
SC-MAL,4/16/24,3,ROTE,
SC-MAL,4/16/24,3,ELTE,1
SC-MAL,4/16/24,3,FOTE,
SC-MAL,4/16/24,3,ROPI,
SC-MAL,4/16/24,3,ECDO,
SC-MAL,4/16/24,3,MODO,
SC-MAL,4/16/24,3,ANHU,
SC-MAL,4/16/24,3,ALHU,
SC-MAL,4/16/24,3,COHU,
SC-MAL,4/16/24,3,Hummingbird_sp.,
SC-MAL,4/16/24,3,BEKI,
SC-MAL,4/16/24,3,DOWO,
SC-MAL,4/16/24,3,HAWO,
SC-MAL,4/16/24,3,NUWO,
SC-MAL,4/16/24,3,Empidonax,
SC-MAL,4/16/24,3,BLPH,1
SC-MAL,4/16/24,3,SAPH,
SC-MAL,4/16/24,3,CAKI,
SC-MAL,4/16/24,3,WEKI,
SC-MAL,4/16/24,3,CASJ,
SC-MAL,4/16/24,3,AMCR,1
SC-MAL,4/16/24,3,CORA,
SC-MAL,4/16/24,3,CLSW,
SC-MAL,4/16/24,3,BASW,
SC-MAL,4/16/24,3,NRWS,
SC-MAL,4/16/24,3,OATI,
SC-MAL,4/16/24,3,BUSH,
SC-MAL,4/16/24,3,HOWR,
SC-MAL,4/16/24,3,BEWR,
SC-MAL,4/16/24,3,RCKI,
SC-MAL,4/16/24,3,BGGN,
SC-MAL,4/16/24,3,WEBB,
SC-MAL,4/16/24,3,AMRO,
SC-MAL,4/16/24,3,NOMO,
SC-MAL,4/16/24,3,EUST,
SC-MAL,4/16/24,3,OCWA,
SC-MAL,4/16/24,3,YEWA,
SC-MAL,4/16/24,3,COYE,
SC-MAL,4/16/24,3,NAWA,
SC-MAL,4/16/24,3,YRWA,
SC-MAL,4/16/24,3,CATO,
SC-MAL,4/16/24,3,SPTO,
SC-MAL,4/16/24,3,SOSP,3
SC-MAL,4/16/24,3,BSSP,
SC-MAL,4/16/24,3,WCSP,
SC-MAL,4/16/24,3,DEJU,
SC-MAL,4/16/24,3,RWBB,
SC-MAL,4/16/24,3,GTGR,
SC-MAL,4/16/24,3,HOOR,
SC-MAL,4/16/24,3,BUOR,
SC-MAL,4/16/24,3,HOFI,1
SC-MAL,4/16/24,3,AMGO,
SC-MAL,4/16/24,3,LEGO,
SC-MAL,4/16/24,3,HOSP,
SC-MAL,4/16/24,3,CAGO,1
SC-MAL,4/16/24,2,HOGR,
SC-MAL,4/16/24,2,PBGR,
SC-MAL,4/16/24,2,WEGR,
SC-MAL,4/16/24,2,WHPE,
SC-MAL,4/16/24,2,BRPE,120
SC-MAL,4/16/24,2,DCCO,11
SC-MAL,4/16/24,2,BCNH,
SC-MAL,4/16/24,2,GBHE,
SC-MAL,4/16/24,2,REEG,
SC-MAL,4/16/24,2,SNEG,
SC-MAL,4/16/24,2,GREG,
SC-MAL,4/16/24,2,MALL,10
SC-MAL,4/16/24,2,GADW,30
SC-MAL,4/16/24,2,CITE,
SC-MAL,4/16/24,2,BWTE,
SC-MAL,4/16/24,2,TUVU,
SC-MAL,4/16/24,2,OSPR,
SC-MAL,4/16/24,2,WTKI,
SC-MAL,4/16/24,2,NOHA,
SC-MAL,4/16/24,2,COHA,
SC-MAL,4/16/24,2,RSHA,
SC-MAL,4/16/24,2,RTHA,
SC-MAL,4/16/24,2,AMKE,
SC-MAL,4/16/24,2,PEFA,
SC-MAL,4/16/24,2,VIRA,
SC-MAL,4/16/24,2,LFRR,
SC-MAL,4/16/24,2,AMCO,
SC-MAL,4/16/24,2,BBPL,
SC-MAL,4/16/24,2,KILL,
SC-MAL,4/16/24,2,AMAV,
SC-MAL,4/16/24,2,BNST,
SC-MAL,4/16/24,2,WILL,
SC-MAL,4/16/24,2,GRYE,
SC-MAL,4/16/24,2,SPSA,
SC-MAL,4/16/24,2,WESA,30
SC-MAL,4/16/24,2,LESA,
SC-MAL,4/16/24,2,Peeps,
SC-MAL,4/16/24,2,WHIM,
SC-MAL,4/16/24,2,LBCU,
SC-MAL,4/16/24,2,MAGO,
SC-MAL,4/16/24,2,LBDO,
SC-MAL,4/16/24,2,RBGU,
SC-MAL,4/16/24,2,WEGU,
SC-MAL,4/16/24,2,CAGU,320
SC-MAL,4/16/24,2,Tern_sp.,
SC-MAL,4/16/24,2,CATE,
SC-MAL,4/16/24,2,ROTE,
SC-MAL,4/16/24,2,ELTE,200
SC-MAL,4/16/24,2,FOTE,
SC-MAL,4/16/24,2,ROPI,
SC-MAL,4/16/24,2,ECDO,
SC-MAL,4/16/24,2,MODO,
SC-MAL,4/16/24,2,ANHU,
SC-MAL,4/16/24,2,ALHU,
SC-MAL,4/16/24,2,COHU,
SC-MAL,4/16/24,2,Hummingbird_sp.,
SC-MAL,4/16/24,2,BEKI,
SC-MAL,4/16/24,2,DOWO,
SC-MAL,4/16/24,2,HAWO,
SC-MAL,4/16/24,2,NUWO,
SC-MAL,4/16/24,2,Empidonax,
SC-MAL,4/16/24,2,BLPH,
SC-MAL,4/16/24,2,SAPH,
SC-MAL,4/16/24,2,CAKI,
SC-MAL,4/16/24,2,WEKI,
SC-MAL,4/16/24,2,CASJ,
SC-MAL,4/16/24,2,AMCR,
SC-MAL,4/16/24,2,CORA,
SC-MAL,4/16/24,2,CLSW,
SC-MAL,4/16/24,2,BASW,
SC-MAL,4/16/24,2,NRWS,5
SC-MAL,4/16/24,2,OATI,
SC-MAL,4/16/24,2,BUSH,
SC-MAL,4/16/24,2,HOWR,
SC-MAL,4/16/24,2,BEWR,
SC-MAL,4/16/24,2,RCKI,
SC-MAL,4/16/24,2,BGGN,
SC-MAL,4/16/24,2,WEBB,
SC-MAL,4/16/24,2,AMRO,
SC-MAL,4/16/24,2,NOMO,
SC-MAL,4/16/24,2,EUST,
SC-MAL,4/16/24,2,OCWA,
SC-MAL,4/16/24,2,YEWA,
SC-MAL,4/16/24,2,COYE,
SC-MAL,4/16/24,2,NAWA,
SC-MAL,4/16/24,2,YRWA,
SC-MAL,4/16/24,2,CATO,
SC-MAL,4/16/24,2,SPTO,
SC-MAL,4/16/24,2,SOSP,
SC-MAL,4/16/24,2,BSSP,
SC-MAL,4/16/24,2,WCSP,
SC-MAL,4/16/24,2,DEJU,
SC-MAL,4/16/24,2,RWBB,
SC-MAL,4/16/24,2,GTGR,
SC-MAL,4/16/24,2,HOOR,
SC-MAL,4/16/24,2,BUOR,
SC-MAL,4/16/24,2,HOFI,1
SC-MAL,4/16/24,2,AMGO,
SC-MAL,4/16/24,2,LEGO,1
SC-MAL,4/16/24,2,HOSP,
SC-MAL,4/16/24,2,CAGO,2
SC-MAL,4/16/24,2,GWTE,4
SC-MAL,4/16/24,1,HOGR,
SC-MAL,4/16/24,1,PBGR,
SC-MAL,4/16/24,1,WEGR,
SC-MAL,4/16/24,1,WHPE,
SC-MAL,4/16/24,1,BRPE,200
SC-MAL,4/16/24,1,DCCO,11
SC-MAL,4/16/24,1,BCNH,
SC-MAL,4/16/24,1,GBHE,1
SC-MAL,4/16/24,1,REEG,
SC-MAL,4/16/24,1,SNEG,1
SC-MAL,4/16/24,1,GREG,
SC-MAL,4/16/24,1,MALL,14
SC-MAL,4/16/24,1,GADW,5
SC-MAL,4/16/24,1,CITE,
SC-MAL,4/16/24,1,BWTE,
SC-MAL,4/16/24,1,TUVU,
SC-MAL,4/16/24,1,OSPR,
SC-MAL,4/16/24,1,WTKI,
SC-MAL,4/16/24,1,NOHA,
SC-MAL,4/16/24,1,COHA,
SC-MAL,4/16/24,1,RSHA,
SC-MAL,4/16/24,1,RTHA,
SC-MAL,4/16/24,1,AMKE,
SC-MAL,4/16/24,1,PEFA,
SC-MAL,4/16/24,1,VIRA,
SC-MAL,4/16/24,1,LFRR,
SC-MAL,4/16/24,1,AMCO,
SC-MAL,4/16/24,1,BBPL,
SC-MAL,4/16/24,1,KILL,
SC-MAL,4/16/24,1,AMAV,
SC-MAL,4/16/24,1,BNST,
SC-MAL,4/16/24,1,WILL,
SC-MAL,4/16/24,1,GRYE,
SC-MAL,4/16/24,1,SPSA,
SC-MAL,4/16/24,1,WESA,50
SC-MAL,4/16/24,1,LESA,
SC-MAL,4/16/24,1,Peeps,
SC-MAL,4/16/24,1,WHIM,
SC-MAL,4/16/24,1,LBCU,
SC-MAL,4/16/24,1,MAGO,
SC-MAL,4/16/24,1,LBDO,
SC-MAL,4/16/24,1,RBGU,
SC-MAL,4/16/24,1,WEGU,
SC-MAL,4/16/24,1,CAGU,350
SC-MAL,4/16/24,1,Tern_sp.,
SC-MAL,4/16/24,1,CATE,
SC-MAL,4/16/24,1,ROTE,
SC-MAL,4/16/24,1,ELTE,200
SC-MAL,4/16/24,1,FOTE,
SC-MAL,4/16/24,1,ROPI,
SC-MAL,4/16/24,1,ECDO,
SC-MAL,4/16/24,1,MODO,
SC-MAL,4/16/24,1,ANHU,
SC-MAL,4/16/24,1,ALHU,
SC-MAL,4/16/24,1,COHU,
SC-MAL,4/16/24,1,Hummingbird_sp.,
SC-MAL,4/16/24,1,BEKI,
SC-MAL,4/16/24,1,DOWO,
SC-MAL,4/16/24,1,HAWO,
SC-MAL,4/16/24,1,NUWO,
SC-MAL,4/16/24,1,Empidonax,
SC-MAL,4/16/24,1,BLPH,
SC-MAL,4/16/24,1,SAPH,
SC-MAL,4/16/24,1,CAKI,
SC-MAL,4/16/24,1,WEKI,
SC-MAL,4/16/24,1,CASJ,
SC-MAL,4/16/24,1,AMCR,1
SC-MAL,4/16/24,1,CORA,
SC-MAL,4/16/24,1,CLSW,
SC-MAL,4/16/24,1,BASW,1
SC-MAL,4/16/24,1,NRWS,
SC-MAL,4/16/24,1,OATI,
SC-MAL,4/16/24,1,BUSH,
SC-MAL,4/16/24,1,HOWR,
SC-MAL,4/16/24,1,BEWR,
SC-MAL,4/16/24,1,RCKI,
SC-MAL,4/16/24,1,BGGN,
SC-MAL,4/16/24,1,WEBB,
SC-MAL,4/16/24,1,AMRO,
SC-MAL,4/16/24,1,NOMO,
SC-MAL,4/16/24,1,EUST,
SC-MAL,4/16/24,1,OCWA,
SC-MAL,4/16/24,1,YEWA,
SC-MAL,4/16/24,1,COYE,
SC-MAL,4/16/24,1,NAWA,
SC-MAL,4/16/24,1,YRWA,
SC-MAL,4/16/24,1,CATO,
SC-MAL,4/16/24,1,SPTO,
SC-MAL,4/16/24,1,SOSP,3
SC-MAL,4/16/24,1,BSSP,
SC-MAL,4/16/24,1,WCSP,
SC-MAL,4/16/24,1,DEJU,
SC-MAL,4/16/24,1,RWBB,
SC-MAL,4/16/24,1,GTGR,
SC-MAL,4/16/24,1,HOOR,
SC-MAL,4/16/24,1,BUOR,
SC-MAL,4/16/24,1,HOFI,1
SC-MAL,4/16/24,1,AMGO,
SC-MAL,4/16/24,1,LEGO,
SC-MAL,4/16/24,1,HOSP,
SC-MAL,4/16/24,1,HEGU,
SC-MAL,4/16/24,1,CAGO,5
SC-TOP,4/17/24,1,HOGR,
SC-TOP,4/17/24,1,PBGR,
SC-TOP,4/17/24,1,WEGR,
SC-TOP,4/17/24,1,WHPE,
SC-TOP,4/17/24,1,BRPE,5
SC-TOP,4/17/24,1,DCCO,2
SC-TOP,4/17/24,1,BCNH,
SC-TOP,4/17/24,1,GBHE,
SC-TOP,4/17/24,1,REEG,
SC-TOP,4/17/24,1,SNEG,
SC-TOP,4/17/24,1,GREG,
SC-TOP,4/17/24,1,MALL,2
SC-TOP,4/17/24,1,GADW,
SC-TOP,4/17/24,1,CITE,
SC-TOP,4/17/24,1,BWTE,
SC-TOP,4/17/24,1,TUVU,
SC-TOP,4/17/24,1,OSPR,
SC-TOP,4/17/24,1,WTKI,
SC-TOP,4/17/24,1,NOHA,
SC-TOP,4/17/24,1,COHA,
SC-TOP,4/17/24,1,RSHA,
SC-TOP,4/17/24,1,RTHA,
SC-TOP,4/17/24,1,AMKE,
SC-TOP,4/17/24,1,PEFA,
SC-TOP,4/17/24,1,VIRA,
SC-TOP,4/17/24,1,LFRR,
SC-TOP,4/17/24,1,AMCO,
SC-TOP,4/17/24,1,BBPL,
SC-TOP,4/17/24,1,KILL,
SC-TOP,4/17/24,1,AMAV,
SC-TOP,4/17/24,1,BNST,
SC-TOP,4/17/24,1,WILL,
SC-TOP,4/17/24,1,GRYE,
SC-TOP,4/17/24,1,SPSA,
SC-TOP,4/17/24,1,WESA,
SC-TOP,4/17/24,1,LESA,
SC-TOP,4/17/24,1,Peeps,
SC-TOP,4/17/24,1,WHIM,
SC-TOP,4/17/24,1,LBCU,
SC-TOP,4/17/24,1,MAGO,
SC-TOP,4/17/24,1,LBDO,
SC-TOP,4/17/24,1,RBGU,
SC-TOP,4/17/24,1,WEGU,
SC-TOP,4/17/24,1,CAGU,14
SC-TOP,4/17/24,1,Tern_sp.,
SC-TOP,4/17/24,1,CATE,
SC-TOP,4/17/24,1,ROTE,
SC-TOP,4/17/24,1,ELTE,
SC-TOP,4/17/24,1,FOTE,
SC-TOP,4/17/24,1,ROPI,12
SC-TOP,4/17/24,1,ECDO,
SC-TOP,4/17/24,1,MODO,
SC-TOP,4/17/24,1,ANHU,
SC-TOP,4/17/24,1,ALHU,1
SC-TOP,4/17/24,1,COHU,
SC-TOP,4/17/24,1,Hummingbird_sp.,
SC-TOP,4/17/24,1,BEKI,
SC-TOP,4/17/24,1,DOWO,
SC-TOP,4/17/24,1,HAWO,
SC-TOP,4/17/24,1,NUWO,
SC-TOP,4/17/24,1,Empidonax,
SC-TOP,4/17/24,1,BLPH,1
SC-TOP,4/17/24,1,SAPH,
SC-TOP,4/17/24,1,CAKI,
SC-TOP,4/17/24,1,WEKI,
SC-TOP,4/17/24,1,CASJ,
SC-TOP,4/17/24,1,AMCR,3
SC-TOP,4/17/24,1,CORA,
SC-TOP,4/17/24,1,CLSW,
SC-TOP,4/17/24,1,BASW,1
SC-TOP,4/17/24,1,NRWS,2
SC-TOP,4/17/24,1,OATI,
SC-TOP,4/17/24,1,BUSH,
SC-TOP,4/17/24,1,HOWR,
SC-TOP,4/17/24,1,BEWR,
SC-TOP,4/17/24,1,RCKI,
SC-TOP,4/17/24,1,BGGN,
SC-TOP,4/17/24,1,WEBB,
SC-TOP,4/17/24,1,AMRO,
SC-TOP,4/17/24,1,NOMO,
SC-TOP,4/17/24,1,EUST,
SC-TOP,4/17/24,1,OCWA,
SC-TOP,4/17/24,1,YEWA,2
SC-TOP,4/17/24,1,COYE,
SC-TOP,4/17/24,1,NAWA,
SC-TOP,4/17/24,1,YRWA,
SC-TOP,4/17/24,1,CATO,3
SC-TOP,4/17/24,1,SPTO,
SC-TOP,4/17/24,1,SOSP,2
SC-TOP,4/17/24,1,BSSP,
SC-TOP,4/17/24,1,WCSP,
SC-TOP,4/17/24,1,DEJU,
SC-TOP,4/17/24,1,RWBB,
SC-TOP,4/17/24,1,GTGR,
SC-TOP,4/17/24,1,HOOR,
SC-TOP,4/17/24,1,BUOR,
SC-TOP,4/17/24,1,HOFI,
SC-TOP,4/17/24,1,AMGO,
SC-TOP,4/17/24,1,LEGO,
SC-TOP,4/17/24,1,HOSP,
SC-TOP,4/17/24,1,HEGU,
SC-ASE,9/27/24,1,HOGR,
SC-ASE,9/27/24,1,PBGR,
SC-ASE,9/27/24,1,WEGR,
SC-ASE,9/27/24,1,WHPE,
SC-ASE,9/27/24,1,BRPE,
SC-ASE,9/27/24,1,DCCO,1
SC-ASE,9/27/24,1,BCNH,
SC-ASE,9/27/24,1,GBHE,
SC-ASE,9/27/24,1,REEG,
SC-ASE,9/27/24,1,SNEG,
SC-ASE,9/27/24,1,GREG,
SC-ASE,9/27/24,1,MALL,
SC-ASE,9/27/24,1,GADW,
SC-ASE,9/27/24,1,CITE,
SC-ASE,9/27/24,1,BWTE,
SC-ASE,9/27/24,1,TUVU,
SC-ASE,9/27/24,1,OSPR,
SC-ASE,9/27/24,1,WTKI,
SC-ASE,9/27/24,1,NOHA,
SC-ASE,9/27/24,1,COHA,1
SC-ASE,9/27/24,1,RSHA,
SC-ASE,9/27/24,1,RTHA,
SC-ASE,9/27/24,1,AMKE,
SC-ASE,9/27/24,1,PEFA,
SC-ASE,9/27/24,1,VIRA,
SC-ASE,9/27/24,1,LFRR,
SC-ASE,9/27/24,1,AMCO,
SC-ASE,9/27/24,1,BBPL,
SC-ASE,9/27/24,1,KILL,
SC-ASE,9/27/24,1,AMAV,
SC-ASE,9/27/24,1,BNST,
SC-ASE,9/27/24,1,WILL,
SC-ASE,9/27/24,1,GRYE,
SC-ASE,9/27/24,1,SPSA,
SC-ASE,9/27/24,1,WESA,
SC-ASE,9/27/24,1,LESA,
SC-ASE,9/27/24,1,Peeps,
SC-ASE,9/27/24,1,WHIM,
SC-ASE,9/27/24,1,LBCU,
SC-ASE,9/27/24,1,MAGO,
SC-ASE,9/27/24,1,LBDO,
SC-ASE,9/27/24,1,RBGU,
SC-ASE,9/27/24,1,WEGU,3
SC-ASE,9/27/24,1,CAGU,6
SC-ASE,9/27/24,1,Tern_sp.,
SC-ASE,9/27/24,1,CATE,
SC-ASE,9/27/24,1,ROTE,
SC-ASE,9/27/24,1,ELTE,
SC-ASE,9/27/24,1,FOTE,
SC-ASE,9/27/24,1,ROPI,
SC-ASE,9/27/24,1,ECDO,
SC-ASE,9/27/24,1,MODO,
SC-ASE,9/27/24,1,ANHU,
SC-ASE,9/27/24,1,ALHU,
SC-ASE,9/27/24,1,COHU,
SC-ASE,9/27/24,1,Hummingbird_sp.,
SC-ASE,9/27/24,1,BEKI,
SC-ASE,9/27/24,1,DOWO,
SC-ASE,9/27/24,1,HAWO,
SC-ASE,9/27/24,1,NUWO,
SC-ASE,9/27/24,1,Empidonax,
SC-ASE,9/27/24,1,BLPH,1
SC-ASE,9/27/24,1,SAPH,
SC-ASE,9/27/24,1,CAKI,
SC-ASE,9/27/24,1,WEKI,
SC-ASE,9/27/24,1,CASJ,
SC-ASE,9/27/24,1,AMCR,
SC-ASE,9/27/24,1,CORA,
SC-ASE,9/27/24,1,CLSW,
SC-ASE,9/27/24,1,BASW,
SC-ASE,9/27/24,1,NRWS,
SC-ASE,9/27/24,1,OATI,
SC-ASE,9/27/24,1,BUSH,
SC-ASE,9/27/24,1,HOWR,
SC-ASE,9/27/24,1,BEWR,
SC-ASE,9/27/24,1,RCKI,
SC-ASE,9/27/24,1,BGGN,
SC-ASE,9/27/24,1,WEBB,
SC-ASE,9/27/24,1,AMRO,
SC-ASE,9/27/24,1,NOMO,
SC-ASE,9/27/24,1,EUST,
SC-ASE,9/27/24,1,OCWA,
SC-ASE,9/27/24,1,YEWA,
SC-ASE,9/27/24,1,COYE,1
SC-ASE,9/27/24,1,NAWA,
SC-ASE,9/27/24,1,YRWA,
SC-ASE,9/27/24,1,CATO,1
SC-ASE,9/27/24,1,SPTO,1
SC-ASE,9/27/24,1,SOSP,
SC-ASE,9/27/24,1,BSSP,
SC-ASE,9/27/24,1,WCSP,
SC-ASE,9/27/24,1,DEJU,
SC-ASE,9/27/24,1,RWBB,
SC-ASE,9/27/24,1,GTGR,
SC-ASE,9/27/24,1,HOOR,
SC-ASE,9/27/24,1,BUOR,
SC-ASE,9/27/24,1,HOFI,4
SC-ASE,9/27/24,1,AMGO,
SC-ASE,9/27/24,1,LEGO,
SC-ASE,9/27/24,1,HOSP,
SC-ASE,9/27/24,1,CEWA,
SC-MAL,9/30/24,1,HOGR,
SC-MAL,9/30/24,1,PBGR,2
SC-MAL,9/30/24,1,WEGR,
SC-MAL,9/30/24,1,WHPE,
SC-MAL,9/30/24,1,BRPE,9
SC-MAL,9/30/24,1,DCCO,25
SC-MAL,9/30/24,1,BCNH,
SC-MAL,9/30/24,1,GBHE,2
SC-MAL,9/30/24,1,REEG,
SC-MAL,9/30/24,1,SNEG,3
SC-MAL,9/30/24,1,GREG,
SC-MAL,9/30/24,1,MALL,
SC-MAL,9/30/24,1,GADW,13
SC-MAL,9/30/24,1,CITE,
SC-MAL,9/30/24,1,BWTE,
SC-MAL,9/30/24,1,TUVU,
SC-MAL,9/30/24,1,OSPR,
SC-MAL,9/30/24,1,WTKI,
SC-MAL,9/30/24,1,NOHA,
SC-MAL,9/30/24,1,COHA,
SC-MAL,9/30/24,1,RSHA,
SC-MAL,9/30/24,1,RTHA,
SC-MAL,9/30/24,1,AMKE,
SC-MAL,9/30/24,1,PEFA,
SC-MAL,9/30/24,1,VIRA,
SC-MAL,9/30/24,1,LFRR,
SC-MAL,9/30/24,1,AMCO,33
SC-MAL,9/30/24,1,BBPL,
SC-MAL,9/30/24,1,KILL,2
SC-MAL,9/30/24,1,AMAV,
SC-MAL,9/30/24,1,BNST,
SC-MAL,9/30/24,1,WILL,
SC-MAL,9/30/24,1,GRYE,
SC-MAL,9/30/24,1,SPSA,
SC-MAL,9/30/24,1,WESA,
SC-MAL,9/30/24,1,LESA,
SC-MAL,9/30/24,1,Peeps,
SC-MAL,9/30/24,1,WHIM,
SC-MAL,9/30/24,1,LBCU,
SC-MAL,9/30/24,1,MAGO,
SC-MAL,9/30/24,1,LBDO,
SC-MAL,9/30/24,1,RBGU,
SC-MAL,9/30/24,1,WEGU,50
SC-MAL,9/30/24,1,CAGU,100
SC-MAL,9/30/24,1,Tern_sp.,
SC-MAL,9/30/24,1,CATE,
SC-MAL,9/30/24,1,ROTE,
SC-MAL,9/30/24,1,ELTE,
SC-MAL,9/30/24,1,FOTE,
SC-MAL,9/30/24,1,ROPI,
SC-MAL,9/30/24,1,ECDO,
SC-MAL,9/30/24,1,MODO,
SC-MAL,9/30/24,1,ANHU,
SC-MAL,9/30/24,1,ALHU,
SC-MAL,9/30/24,1,COHU,
SC-MAL,9/30/24,1,Hummingbird_sp.,
SC-MAL,9/30/24,1,BEKI,1
SC-MAL,9/30/24,1,DOWO,
SC-MAL,9/30/24,1,HAWO,
SC-MAL,9/30/24,1,NUWO,
SC-MAL,9/30/24,1,Empidonax,
SC-MAL,9/30/24,1,BLPH,1
SC-MAL,9/30/24,1,SAPH,
SC-MAL,9/30/24,1,CAKI,
SC-MAL,9/30/24,1,WEKI,
SC-MAL,9/30/24,1,CASJ,
SC-MAL,9/30/24,1,AMCR,
SC-MAL,9/30/24,1,CORA,
SC-MAL,9/30/24,1,CLSW,
SC-MAL,9/30/24,1,BASW,
SC-MAL,9/30/24,1,NRWS,
SC-MAL,9/30/24,1,OATI,
SC-MAL,9/30/24,1,BUSH,
SC-MAL,9/30/24,1,HOWR,
SC-MAL,9/30/24,1,BEWR,
SC-MAL,9/30/24,1,RCKI,
SC-MAL,9/30/24,1,BGGN,
SC-MAL,9/30/24,1,WEBB,
SC-MAL,9/30/24,1,AMRO,
SC-MAL,9/30/24,1,NOMO,
SC-MAL,9/30/24,1,EUST,
SC-MAL,9/30/24,1,OCWA,
SC-MAL,9/30/24,1,YEWA,
SC-MAL,9/30/24,1,COYE,
SC-MAL,9/30/24,1,NAWA,
SC-MAL,9/30/24,1,YRWA,
SC-MAL,9/30/24,1,CATO,
SC-MAL,9/30/24,1,SPTO,
SC-MAL,9/30/24,1,SOSP,1
SC-MAL,9/30/24,1,BSSP,
SC-MAL,9/30/24,1,WCSP,
SC-MAL,9/30/24,1,DEJU,
SC-MAL,9/30/24,1,RWBB,
SC-MAL,9/30/24,1,GTGR,
SC-MAL,9/30/24,1,HOOR,
SC-MAL,9/30/24,1,BUOR,
